id,normalized_key,lemma_ru,lemma_en,category,approved_form,declension_notes,italic_required,diacritics_policy,capitalization_notes,variants_found,preferred_source,source_examples,editor_decision,status,notes,conflict_flag,conflict_variants,conflict_sources,review_priority,suggested_action,decision,approved_form_override,category_override,italic_required_override,diacritics_policy_override,merge_into,review_notes
term-03307,в действительности абсолютная истина,В действительности Абсолютная Истина,,other,В действительности Абсолютная Истина,,no,no_diacritics_in_prose,,В действительности Абсолютная Истина [2],vedabase_ru,"vedabase_ru:index.html:В действительности Абсолютная Истина — это Верховная Личность, Бог, исполненный всех достояний. Ты же пытаешься представ",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-03308,в расабхасе,В расабхасе,,other,В расабхасе,,no,no_diacritics_in_prose,,В расабхасе [1],vedabase_ru,"vedabase_ru:index.html:В расабхасе — несовместимых сочетаниях рас — можно выделить упарасу (неверное выражение), анурасу (подражание) и апарасу",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-03384,вайдхи-бхакти,вайдхи-бхакти,,philosophical_term,вайдхи-бхакти,,yes,no_diacritics_in_prose,,вайдхи-бхакти [1] | ваидхӣ-бхакти [1],bvks_ru,vedabase_ru:index.html:вайдхи-бхакти | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:ваидхӣ-бхакти,,needs_review,auto-generated draft,yes,вайдхи-бхакти [1] | ваидхӣ-бхакти [1],vedabase_ru [1] | bvks_ru [1],high,review,,,,,,,
term-03769,веда,веда,,scripture_title,веда,,yes,no_diacritics_in_prose,,веда [80] | Веда [1],vedabase_ru,vedabase_ru:index.html:веда | vedabase_ru:index.html:Веда,,needs_review,auto-generated draft,yes,веда [80] | Веда [1],vedabase_ru [81],high,review,,,,,,,
term-03773,веда-вада-раты,веда-вада-раты,,scripture_title,веда-вада-раты,,yes,no_diacritics_in_prose,,веда-вада-раты [4] | Веда-вада-раты [2],vedabase_ru,vedabase_ru:index.html:Веда-вада-раты | vedabase_ru:index.html:веда-вада-раты,,needs_review,auto-generated draft,yes,веда-вада-раты [4] | Веда-вада-раты [2],vedabase_ru [6],high,review,,,,,,,
term-03784,веданта,веданта,,scripture_title,веданта,,conditional,diacritics_in_quotes_only,,веда̄нта [26] | веданта [5] | Веданта [3],bvks_ru,vedabase_ru:index.html:веда̄нта | vedabase_ru:index.html:Веданта | vedabase_ru:index.html:веданта | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Веданта — (1) вершина ведического знания; (2) «Веданта-сутра» и изложенная в ней философия | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Веданта,,needs_review,auto-generated draft,yes,веда̄нта [26] | веданта [5] | Веданта [3],vedabase_ru [32] | bvks_ru [2],high,review,,,,,,,
term-03794,веда̄х̣,веда̄х̣,,scripture_title,веда̄х̣,,yes,needs_review,,веда̄х̣ [4] | ведах̣ [2],vedabase_ru,vedabase_ru:index.html:веда̄х̣ | vedabase_ru:index.html:ведах̣,,needs_review,auto-generated draft,yes,веда̄х̣ [4] | ведах̣ [2],vedabase_ru [6],high,review,,,,,,,
term-04147,викарми,викарми,,philosophical_term,викарми,,yes,no_diacritics_in_prose,,викарми [2] | Викарми [1],vedabase_ru,vedabase_ru:index.html:Викарми | vedabase_ru:index.html:викарми,,needs_review,auto-generated draft,yes,викарми [2] | Викарми [1],vedabase_ru [3],high,review,,,,,,,
term-04416,вйӯд̣хам,вйӯд̣хам,,place_name,вйӯд̣хам,,yes,needs_review,,вйӯд̣хам [2] | вйӯд̣ха̄м [2],vedabase_ru,vedabase_ru:index.html:вйӯд̣хам | vedabase_ru:index.html:вйӯд̣ха̄м,,needs_review,auto-generated draft,yes,вйӯд̣хам [2] | вйӯд̣ха̄м [2],vedabase_ru [4],high,review,,,,,,,
term-04912,гӣта,гӣта,,scripture_title,гӣта,,yes,diacritics_in_quotes_only,,гӣта [33] | гӣта̄ [18],vedabase_ru,vedabase_ru:index.html:гӣта̄ | vedabase_ru:index.html:гӣта,,needs_review,auto-generated draft,yes,гӣта [33] | гӣта̄ [18],vedabase_ru [51],high,review,,,,,,,
term-05008,госвами,госвами,,personal_name,госвами,,conditional,no_diacritics_in_prose,,госвами [104] | Госвами [7],bvks_ru,"vedabase_ru:index.html:госвами | vedabase_ru:index.html:Госвами | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Госвами — (1) человек, полностью обуздавший свои чувства; (2) титул санньяси",,needs_review,auto-generated draft,yes,госвами [104] | Госвами [7],vedabase_ru [110] | bvks_ru [1],high,review,,,,,,,
term-05128,гуна,гуна,,philosophical_term,гуна,,yes,diacritics_in_quotes_only,,гун̣а [164] | гуна [110] | Гуна [18] | гун̣а̄ [4],vedabase_ru,vedabase_ru:index.html:гуна | vedabase_ru:index.html:Гуна | vedabase_ru:index.html:гун̣а | vedabase_ru:index.html:гун̣а̄,,needs_review,auto-generated draft,yes,гун̣а [164] | гуна [110] | Гуна [18] | гун̣а̄ [4],vedabase_ru [296],high,review,,,,,,,
term-05136,гунам,гунам,,philosophical_term,гунам,,yes,diacritics_in_quotes_only,,гунам [68] | гун̣ам [1],vedabase_ru,vedabase_ru:index.html:гунам | vedabase_ru:index.html:гун̣ам,,needs_review,auto-generated draft,yes,гунам [68] | гун̣ам [1],vedabase_ru [69],high,review,,,,,,,
term-05142,гунах,гунах,,philosophical_term,гунах,,yes,diacritics_in_quotes_only,,гунах [31] | гун̣а̄х̣ [8] | гун̣ах̣ [6],vedabase_ru,vedabase_ru:index.html:гунах | vedabase_ru:index.html:гун̣а̄х̣ | vedabase_ru:index.html:гун̣ах̣,,needs_review,auto-generated draft,yes,гунах [31] | гун̣а̄х̣ [8] | гун̣ах̣ [6],vedabase_ru [45],high,review,,,,,,,
term-05623,девӣ,девӣ,,personal_name,девӣ,,yes,no_diacritics_in_prose,,девӣ [24] | деви [2],vedabase_ru,vedabase_ru:index.html:девӣ | vedabase_ru:index.html:деви,,needs_review,auto-generated draft,yes,девӣ [24] | деви [2],vedabase_ru [26],high,review,,,,,,,
term-06335,дхама,дхама,,place_name,дхама,,yes,diacritics_in_quotes_only,,дха̄ма [69] | дхама [2],vedabase_ru,vedabase_ru:index.html:дха̄ма | vedabase_ru:index.html:дхама,,needs_review,auto-generated draft,yes,дха̄ма [69] | дхама [2],vedabase_ru [71],high,review,,,,,,,
term-06341,дхамы,дхамы,,place_name,дхамы,,yes,no_diacritics_in_prose,,дхамы [13] | Дхамы [2],vedabase_ru,vedabase_ru:index.html:дхамы | vedabase_ru:index.html:Дхамы,,needs_review,auto-generated draft,yes,дхамы [13] | Дхамы [2],vedabase_ru [15],high,review,,,,,,,
term-06539,и это все,и это все,,other,и это все,,no,no_diacritics_in_prose,,и это все [1],vedabase_ru,"vedabase_ru:index.html:О, и это все?» — удивился царь. — «Что же Ты будешь делать с таким маленьким клочком земли",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-07338,карми,карми,,philosophical_term,карми,,yes,no_diacritics_in_prose,,карми [48] | кармӣ [18] | Карми [15] | Кармӣ [1],bvks_ru,vedabase_ru:index.html:карми | vedabase_ru:index.html:Карми | vedabase_ru:index.html:кармӣ | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:кармӣ | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:Кармӣ,,needs_review,auto-generated draft,yes,карми [48] | кармӣ [18] | Карми [15] | Кармӣ [1],vedabase_ru [74] | bvks_ru [8],high,review,,,,,,,
term-07849,кунда,кунда,,place_name,кунда,,yes,diacritics_in_quotes_only,,кунда [7] | кун̣д̣а [2],vedabase_ru,vedabase_ru:index.html:кунда | vedabase_ru:index.html:кун̣д̣а,,needs_review,auto-generated draft,yes,кунда [7] | кун̣д̣а [2],vedabase_ru [9],high,review,,,,,,,
term-08221,лила,лила,,philosophical_term,лила,,conditional,diacritics_in_quotes_only,,лӣла̄ [184] | лила [15] | Лила [1] | лӣла [1],bvks_ru,vedabase_ru:index.html:лӣла̄ | vedabase_ru:index.html:лила | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Лила — трансцендентная игра Господа и Его чистых преданных | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:лӣла,,needs_review,auto-generated draft,yes,лӣла̄ [184] | лила [15] | Лила [1] | лӣла [1],vedabase_ru [199] | bvks_ru [2],high,review,,,,,,,
term-08229,лӣла̄йа,лӣла̄йа,,philosophical_term,лӣла̄йа,,yes,needs_review,,лӣла̄йа [18] | лӣлайа̄ [3],vedabase_ru,vedabase_ru:index.html:лӣлайа̄ | vedabase_ru:index.html:лӣла̄йа,,needs_review,auto-generated draft,yes,лӣла̄йа [18] | лӣлайа̄ [3],vedabase_ru [21],high,review,,,,,,,
term-08691,мата,мата,,personal_name,мата,,yes,diacritics_in_quotes_only,,мата [121] | ма̄та̄ [54] | мата̄ [6],vedabase_ru,vedabase_ru:index.html:мата̄ | vedabase_ru:index.html:ма̄та̄ | vedabase_ru:index.html:мата,,needs_review,auto-generated draft,yes,мата [121] | ма̄та̄ [54] | мата̄ [6],vedabase_ru [181],high,review,,,,,,,
term-08696,матам,матам,,personal_name,матам,,yes,diacritics_in_quotes_only,,матам [10] | мата̄м [7],vedabase_ru,vedabase_ru:index.html:мата̄м | vedabase_ru:index.html:матам,,needs_review,auto-generated draft,yes,матам [10] | мата̄м [7],vedabase_ru [17],high,review,,,,,,,
term-08701,матах̣,матах̣,,personal_name,матах̣,,yes,needs_review,,матах̣ [12] | мата̄х̣ [2],vedabase_ru,vedabase_ru:index.html:матах̣ | vedabase_ru:index.html:мата̄х̣,,needs_review,auto-generated draft,yes,матах̣ [12] | мата̄х̣ [2],vedabase_ru [14],high,review,,,,,,,
term-08729,мат̣х,мат̣х,,place_name,мат̣х,,yes,needs_review,,мат̣х [8] | Мат̣х [1],bvks_ru,bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣х | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:Мат̣х,,needs_review,auto-generated draft,yes,мат̣х [8] | Мат̣х [1],bvks_ru [9],high,review,,,,,,,
term-08730,мат̣ха,мат̣ха,,place_name,мат̣ха,,yes,needs_review,,мат̣ха [10] | ма̄тха̄ [7] | ма̄т̣ха̄ [4],bvks_ru,vedabase_ru:index.html:ма̄т̣ха̄ | vedabase_ru:index.html:ма̄тха̄ | vedabase_ru:index.html:мат̣ха | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣ха,,needs_review,auto-generated draft,yes,мат̣ха [10] | ма̄тха̄ [7] | ма̄т̣ха̄ [4],vedabase_ru [13] | bvks_ru [8],high,review,,,,,,,
term-08740,мат̣хе,мат̣хе,,place_name,мат̣хе,,yes,needs_review,,мат̣хе [5] | ма̄тхе [2],bvks_ru,vedabase_ru:index.html:ма̄тхе | vedabase_ru:index.html:мат̣хе | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣хе,,needs_review,auto-generated draft,yes,мат̣хе [5] | ма̄тхе [2],vedabase_ru [4] | bvks_ru [3],high,review,,,,,,,
term-08741,матхи,матхи,,place_name,матхи,,yes,diacritics_in_quotes_only,,мат̣хи [5] | ма̄тхи [2] | матхи [1],bvks_ru,vedabase_ru:index.html:ма̄тхи | vedabase_ru:index.html:матхи | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣хи,,needs_review,auto-generated draft,yes,мат̣хи [5] | ма̄тхи [2] | матхи [1],bvks_ru [5] | vedabase_ru [3],high,review,,,,,,,
term-08743,матхов,матхов,,place_name,матхов,,yes,diacritics_in_quotes_only,,мат̣хов [8] | матхов [3],bvks_ru,vedabase_ru:index.html:матхов | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣хов,,needs_review,auto-generated draft,yes,мат̣хов [8] | матхов [3],bvks_ru [8] | vedabase_ru [3],high,review,,,,,,,
term-08744,матхом,матхом,,place_name,матхом,,yes,diacritics_in_quotes_only,,матхом [2] | мат̣хом [2],bvks_ru,vedabase_ru:index.html:матхом | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:мат̣хом,,needs_review,auto-generated draft,yes,матхом [2] | мат̣хом [2],vedabase_ru [2] | bvks_ru [2],high,review,,,,,,,
term-08746,матхура,Матхура,,place_name,Матхура,,conditional,diacritics_in_quotes_only,,матхура̄ [16] | Матхура [1],bvks_ru,"vedabase_ru:index.html:матхура̄ | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Матхура — святое место рождения Кришны, расположенное недалеко от Вриндавана, в настоящее время — город в штате Уттар-пр",,needs_review,auto-generated draft,yes,матхура̄ [16] | Матхура [1],vedabase_ru [16] | bvks_ru [1],high,review,,,,,,,
term-08827,махапрабху,махапрабху,,personal_name,махапрабху,,yes,diacritics_in_quotes_only,,маха̄прабху [90] | махапрабху [2],vedabase_ru,vedabase_ru:index.html:маха̄прабху | vedabase_ru:index.html:махапрабху,,needs_review,auto-generated draft,yes,маха̄прабху [90] | махапрабху [2],vedabase_ru [92],high,review,,,,,,,
term-08914,милила,милила,,philosophical_term,милила,,yes,diacritics_in_quotes_only,,милила̄ [8] | милила [4],vedabase_ru,vedabase_ru:index.html:милила̄ | vedabase_ru:index.html:милила,,needs_review,auto-generated draft,yes,милила̄ [8] | милила [4],vedabase_ru [12],high,review,,,,,,,
term-09051,мудхами,мудхами,,place_name,мудхами,,yes,no_diacritics_in_prose,,мудхами [13] | Мудхами [2],vedabase_ru,vedabase_ru:index.html:Мудхами | vedabase_ru:index.html:мудхами,,needs_review,auto-generated draft,yes,мудхами [13] | Мудхами [2],vedabase_ru [15],high,review,,,,,,,
term-09177,навадвӣпа,навадвӣпа,,place_name,навадвӣпа,,conditional,no_diacritics_in_prose,,навадвӣпа [6] | Навадвипа [1],bvks_ru,"vedabase_ru:index.html:навадвӣпа | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Навадвипа — (1) современный город Навадвипа; (2) святая земля вокруг Майяпура, которая служила местом для игр Шри Чайтан",,needs_review,auto-generated draft,yes,навадвӣпа [6] | Навадвипа [1],vedabase_ru [6] | bvks_ru [1],high,review,,,,,,,
term-09315,нарадхама,нарадхама,,place_name,нарадхама,,yes,no_diacritics_in_prose,,нарадхама [4] | Нарадхама [2],vedabase_ru,vedabase_ru:index.html:нарадхама | vedabase_ru:index.html:Нарадхама,,needs_review,auto-generated draft,yes,нарадхама [4] | Нарадхама [2],vedabase_ru [6],high,review,,,,,,,
term-09318,нарадхамы,Нарадхамы,,place_name,Нарадхамы,,yes,no_diacritics_in_prose,,Нарадхамы [3] | нарадхамы [2],vedabase_ru,vedabase_ru:index.html:нарадхамы | vedabase_ru:index.html:Нарадхамы,,needs_review,auto-generated draft,yes,Нарадхамы [3] | нарадхамы [2],vedabase_ru [5],high,review,,,,,,,
term-09485,ниведана,ниведана,,scripture_title,ниведана,,conditional,no_diacritics_in_prose,,ниведана [25] | Ниведана [1],bvks_ru,"vedabase_ru:index.html:ниведана | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:Ниведана – подношение, информирование, обращение",,needs_review,auto-generated draft,yes,ниведана [25] | Ниведана [1],vedabase_ru [25] | bvks_ru [1],high,review,,,,,,,
term-09881,о арджуна,О Арджуна,,other,О Арджуна,,no,no_diacritics_in_prose,,О Арджуна [1],vedabase_ru,"vedabase_ru:index.html:О Арджуна, Я — Верховная Личность Бога и потому знаю все, что происходило в прошлом, происходит в настоящем и должно про",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09882,"о арджуна, я","О Арджуна, Я",,other,"О Арджуна, Я",,no,no_diacritics_in_prose,,"О Арджуна, Я [1]",vedabase_ru,"vedabase_ru:index.html:О Арджуна, Я — Верховная Личность Бога и потому знаю все, что происходило в прошлом, происходит в настоящем и должно про",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09883,о верховный господь,О Верховный Господь,,other,О Верховный Господь,,no,no_diacritics_in_prose,,О Верховный Господь [2],vedabase_ru,"vedabase_ru:index.html:О Верховный Господь, Ты — величайший Махешвара, Божество, которому поклоняются все полубоги, и Владыка всех владык. Ты —",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09884,"о верховный господь, ты","О Верховный Господь, Ты",,other,"О Верховный Господь, Ты",,no,no_diacritics_in_prose,,"О Верховный Господь, Ты [2]",vedabase_ru,"vedabase_ru:index.html:О Верховный Господь, Ты — величайший Махешвара, Божество, которому поклоняются все полубоги, и Владыка всех владык. Ты —",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09885,о господин,О господин,,other,О господин,,no,no_diacritics_in_prose,,О господин [2],vedabase_ru,"vedabase_ru:index.html:О господин, Ты — олицетворенное ведическое знание, Ты — Сам Нараяна. Милостиво прости нам оскорбления, которые мы прежде",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09886,"о господин, ты","О господин, Ты",,other,"О господин, Ты",,no,no_diacritics_in_prose,,"О господин, Ты [2]",vedabase_ru,"vedabase_ru:index.html:О господин, Ты — олицетворенное ведическое знание, Ты — Сам Нараяна. Милостиво прости нам оскорбления, которые мы прежде",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09887,о сын кунти,О сын Кунти,,other,О сын Кунти,,no,no_diacritics_in_prose,,О сын Кунти [2],vedabase_ru,"vedabase_ru:index.html:О сын Кунти, Я — вкус воды, свет солнца и луны, и Я — слог ом в ведических мантрах. Я — звук в эфире и талант в человеке | vedabase_ru:index.html:О сын Кунти, Я — вкус воды, свет солнца и луны, слог ом в ведических мантрах; Я — звук в эфире и талант в человеке» (БГ ",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09888,"о сын кунти, я","О сын Кунти, Я",,other,"О сын Кунти, Я",,no,no_diacritics_in_prose,,"О сын Кунти, Я [2]",vedabase_ru,"vedabase_ru:index.html:О сын Кунти, Я — вкус воды, свет солнца и луны, и Я — слог ом в ведических мантрах. Я — звук в эфире и талант в человеке | vedabase_ru:index.html:О сын Кунти, Я — вкус воды, свет солнца и луны, слог ом в ведических мантрах; Я — звук в эфире и талант в человеке» (БГ ",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-09889,о чайтанья махапрабху,О Чайтанья Махапрабху,,personal_name,О Чайтанья Махапрабху,,no,no_diacritics_in_prose,,О Чайтанья Махапрабху [2],vedabase_ru,"vedabase_ru:index.html:О Чайтанья Махапрабху, — сказали они, — признаться, мы рады внимать Тебе. Кроме того, Ты столь прекрасен, что видеть Теб",,draft,auto-generated draft,no,,,high,drop,,,,,,,
term-10620,прабху,прабху,,personal_name,прабху,,yes,no_diacritics_in_prose,,прабху [693] | Прабху [2],bvks_ru,vedabase_ru:index.html:прабху | vedabase_ru:index.html:Прабху | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:прабху,,needs_review,auto-generated draft,yes,прабху [693] | Прабху [2],vedabase_ru [690] | bvks_ru [5],high,review,,,,,,,
term-11319,пӯран̣а,пӯран̣а,,scripture_title,пӯран̣а,,yes,needs_review,,пӯран̣а [13] | пура̄н̣а [12] | пӯран̣а [1],bvks_ru,vedabase_ru:index.html:пура̄н̣а | vedabase_ru:index.html:пӯран̣а | bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:пӯран̣а,,needs_review,auto-generated draft,yes,пӯран̣а [13] | пура̄н̣а [12] | пӯран̣а [1],vedabase_ru [25] | bvks_ru [1],high,review,,,,,,,
term-11320,пуранам,пуранам,,scripture_title,пуранам,,yes,diacritics_in_quotes_only,,пура̄н̣ам [2] | пуранам [1],vedabase_ru,vedabase_ru:index.html:пура̄н̣ам | vedabase_ru:index.html:пуранам,,needs_review,auto-generated draft,yes,пура̄н̣ам [2] | пуранам [1],vedabase_ru [3],high,review,,,,,,,
term-11348,пурӣ,пурӣ,,place_name,пурӣ,,conditional,no_diacritics_in_prose,,пурӣ [131] | Пури [1],bvks_ru,"vedabase_ru:index.html:пурӣ | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Пури — (1) город, расположенный в штате Орисса; трансцендентная обитель Господа Джаганнатхи; (2) титул санньяси",,needs_review,auto-generated draft,yes,пурӣ [131] | Пури [1],vedabase_ru [131] | bvks_ru [1],high,review,,,,,,,
term-11458,пхалгуна,пхалгуна,,philosophical_term,пхалгуна,,yes,diacritics_in_quotes_only,,пхалгуна [9] | пха̄лгуна [4],vedabase_ru,vedabase_ru:index.html:пхалгуна | vedabase_ru:index.html:пха̄лгуна,,needs_review,auto-generated draft,yes,пхалгуна [9] | пха̄лгуна [4],vedabase_ru [13],high,review,,,,,,,
term-11669,раса-лила,раса-лила,,philosophical_term,раса-лила,,yes,no_diacritics_in_prose,,раса-лила [9] | Раса-лила [1],vedabase_ru,vedabase_ru:index.html:раса-лила | vedabase_ru:index.html:Раса-лила,,needs_review,auto-generated draft,yes,раса-лила [9] | Раса-лила [1],vedabase_ru [10],high,review,,,,,,,
term-11967,садхана-бхакти,садхана-бхакти,,philosophical_term,садхана-бхакти,,yes,diacritics_in_quotes_only,,садхана-бхакти [12] | са̄дхана-бхакти [2],vedabase_ru,vedabase_ru:index.html:са̄дхана-бхакти | vedabase_ru:index.html:садхана-бхакти,,needs_review,auto-generated draft,yes,садхана-бхакти [12] | са̄дхана-бхакти [2],vedabase_ru [14],high,review,,,,,,,
term-12107,самата̄,самата̄,,personal_name,самата̄,,yes,needs_review,,самата̄ [8] | Самата̄ [2],vedabase_ru,vedabase_ru:index.html:самата̄ | vedabase_ru:index.html:Самата̄,,needs_review,auto-generated draft,yes,самата̄ [8] | Самата̄ [2],vedabase_ru [10],high,review,,,,,,,
term-12494,санньяса,санньяса,,philosophical_term,санньяса,,conditional,no_diacritics_in_prose,,санньяса [22] | Санньяса [1],bvks_ru,vedabase_ru:index.html:санньяса | bvks_ru:Как_я_достигла_настоящего_успеха_FINAL.docx:санньяса | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Санньяса — отречение от мира | bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:санньяса,,needs_review,auto-generated draft,yes,санньяса [22] | Санньяса [1],vedabase_ru [19] | bvks_ru [4],high,review,,,,,,,
